college,signingBonus_diff,awareness_rating,shortRouteRunning_diff,press_diff,carrying_diff,strength_rating,catchInTraffic_rating,pursuit_rating,plyrAssetname,breakSack_diff,plyrPortrait_diff,catching_rating,spinMove_rating,acceleration_diff,breakTackle_diff,height,finesseMoves_rating,strength_diff,runBlock_rating,tackle_rating,runBlock_diff,kickPower_diff,zoneCoverage_rating,plyrBirthdate,awareness_diff,runningStyle_rating,totalSalary,trucking_rating,toughness_diff,hitPower_diff,tackle_diff,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,status,lastName,jerseyNum_diff,jerseyNum,breakSack_rating,passBlockFinesse_diff,jumping_rating,throwAccuracyDeep_diff,stamina_diff,throwAccuracyShort_diff,powerMoves_diff,throwOnTheRun_diff,zoneCoverage_diff,jukeMove_diff,speed_diff,release_rating,agility_diff,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,impactBlocking_diff,stamina_rating,plyrPortrait,kickPower_rating,throwUnderPressure_rating,team,signingBonus,height_diff,playAction_diff,throwUnderPressure_diff,changeOfDirection_diff,blockShedding_rating,fullNameForSearch,overall_rating,deepRouteRunning_diff,passBlockFinesse_rating,runBlockFinesse_diff,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,primaryKey_diff,mediumRouteRunning_diff,playAction_rating,totalSalary_diff,teamId_diff,leadBlock_diff,catchInTraffic_diff,mediumRouteRunning_rating,acceleration_rating,spinMove_diff,yearsPro_diff,spectacularCatch_rating,injury_rating,weight,playRecognition_diff,deepRouteRunning_rating,firstName,yearsPro,manCoverage_diff,catching_diff,throwAccuracyShort_rating,position,overall_diff,weight_diff,bCVision_diff,throwPower_diff,speed_rating,runBlockPower_rating,injury_diff,toughness_rating,throwOnTheRun_rating,jumping_diff,spectacularCatch_diff,manCoverage_rating,stiffArm_rating,throwAccuracyMid_diff,trucking_diff,passBlock_diff,powerMoves_rating,iteration,stiffArm_diff,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,plyrHandedness,kickReturn_diff,passBlock_rating,changeOfDirection_rating,press_rating,passBlockPower_diff,pursuit_diff,release_diff,throwAccuracyDeep_rating,age_diff,archetype,runBlockPower_diff,runBlockFinesse_rating,finesseMoves_diff,blockShedding_diff,kickAccuracy_diff,teamId,agility_rating,age,primaryKey
Clemson,0.0,71,0.0,0.0,0.0,85,17,80,LawsonShaq_17551,0.0,0.0,50,27,0.0,0.0,75,60,0.0,45,82,0.0,0.0,48,6/17/94,0.0,Default Stride High and Tight,10400000,32,0.0,0.0,0.0,26,69,14,published,Lawson,0.0,50,12,0.0,80,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,17,0.0,83,6,19,0.0,78,8107,20,10,Jets,0,0.0,0.0,0.0,0.0,75,Shaq Lawson,73,0.0,45,0.0,22,9,18,35,0.0,0.0,6,0.0,0.0,0.0,0.0,7,86,0.0,0.0,22,84,267,0.0,3,Shaq,5,0.0,0.0,6,RE,0.0,0.0,0.0,0.0,81,44,0.0,84,6,0.0,0.0,42,40,0.0,0.0,0.0,73,week-12,0.0,45,78,26,19,Right,0.0,45,65,22,0.0,0.0,0.0,6,0.0,DE_PowerRusher,0.0,45,0.0,-1.0,0.0,18,77,27,17551
USC,0.0,75,0.0,0.0,0.0,90,10,30,VeraTuckerAlijah_21552,0.0,0.0,25,10,0.0,0.0,77,10,0.0,76,36,0.0,0.0,12,6/17/99,0.0,Default Stride Awkward,6960000,15,0.0,0.0,0.0,10,10,10,published,Vera-Tucker,0.0,75,12,0.0,78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,24,6,20,0.0,87,776,20,16,Jets,8920000,0.0,0.0,0.0,0.0,25,Alijah Vera-Tucker,73,0.0,73,0.0,25,10,87,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,80,0.0,0.0,12,92,308,0.0,5,Alijah,0,0.0,0.0,6,LG,0.0,0.0,0.0,0.0,68,74,0.0,90,6,0.0,0.0,12,10,0.0,0.0,0.0,10,week-12,0.0,70,88,35,5,Right,0.0,71,50,10,0.0,0.0,0.0,6,0.0,G_Agile,0.0,78,0.0,0.0,0.0,18,61,22,21552
North Dakota St.,0.0,90,0.0,0.0,0.0,85,15,30,TurnerBilly_2040,0.0,0.0,35,10,0.0,0.0,77,10,0.0,74,34,0.0,0.0,13,10/17/91,0.0,Default Stride Awkward,14630000,13,0.0,0.0,0.0,10,28,15,published,Turner,0.0,77,12,0.0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,28,6,12,0.0,79,6616,15,12,Packers,10770000,0.0,0.0,0.0,0.0,25,Billy Turner,73,0.0,78,0.0,11,10,82,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,76,0.0,0.0,15,93,310,0.0,5,Billy,7,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,64,70,0.0,71,6,0.0,0.0,12,10,0.0,0.0,0.0,10,week-12,0.0,73,81,40,5,Right,0.0,76,50,10,0.0,0.0,0.0,6,0.0,OT_Agile,0.0,76,0.0,0.0,0.0,20,56,29,2040
Boston College,0.0,73,0.0,0.0,0.0,54,55,77,YiadomIsaac_13245,0.0,0.0,63,64,0.0,0.0,73,40,0.0,35,58,0.0,0.0,76,2/20/96,0.0,Default,2680000,32,0.0,0.0,0.0,70,71,31,published,Yiadom,0.0,24,15,0.0,83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,73,6,12,0.0,92,9128,19,13,Packers,410000,0.0,0.0,0.0,0.0,54,Isaac Yiadom,73,0.0,35,0.0,22,40,19,56,0.0,0.0,6,0.0,0.0,0.0,0.0,26,92,0.0,0.0,61,86,190,0.0,20,Isaac,3,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,90,35,0.0,76,6,0.0,0.0,72,37,0.0,0.0,0.0,28,week-12,0.0,35,59,61,51,Right,0.0,35,88,78,0.0,0.0,0.0,6,0.0,CB_Zone,0.0,35,0.0,0.0,0.0,20,87,25,13245
Mars Hill,0.0,88,0.0,0.0,0.0,88,15,25,GoodDenzelle_2662,0.0,0.0,34,20,0.0,0.0,77,10,0.0,74,40,0.0,0.0,12,3/8/91,0.0,Default Stride Awkward,4550000,25,0.0,0.0,0.0,21,10,10,published,Good,0.0,71,12,0.0,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,25,6,15,0.0,72,7698,28,17,Raiders,3190000,0.0,0.0,0.0,0.0,25,Denzelle Good,73,0.0,69,0.0,25,11,80,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,77,0.0,0.0,12,82,340,0.0,5,Denzelle,6,0.0,0.0,6,RG,0.0,0.0,0.0,0.0,59,76,0.0,75,6,0.0,0.0,12,10,0.0,0.0,0.0,10,week-12,0.0,73,83,40,5,Right,0.0,72,45,10,0.0,0.0,0.0,6,0.0,G_Power,0.0,71,0.0,0.0,0.0,23,50,30,2662
East Carolina,0.0,76,0.0,0.0,0.0,76,82,23,JonesZay_12564,0.0,0.0,84,70,0.0,0.0,74,22,0.0,62,34,0.0,0.0,24,3/30/95,3.0,Long Stride Default,500000,68,0.0,0.0,0.0,76,17,75,published,Jones,0.0,7,22,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,0.0,37,29,17,0.0,83,8611,22,20,Raiders,2000000,0.0,0.0,0.0,0.0,27,Zay Jones,73,1.0,23,0.0,39,81,29,80,0.0,0.0,19,0.0,0.0,0.0,0.0,74,91,0.0,0.0,84,94,200,0.0,71,Zay,4,0.0,2.0,34,WR,1.0,0.0,0.0,0.0,90,22,0.0,86,32,0.0,0.0,15,77,0.0,0.0,0.0,18,week-12,0.0,25,49,75,76,Right,0.0,38,88,20,0.0,0.0,1.0,25,0.0,WR_DeepThreat,0.0,12,0.0,0.0,0.0,23,88,26,12564
Oklahoma,0.0,65,0.0,0.0,0.0,92,10,80,McCoyGerald_9859,0.0,0.0,32,10,0.0,0.0,76,64,0.0,45,82,0.0,0.0,32,2/25/88,0.0,Default Stride Awkward,1100000,35,0.0,0.0,0.0,10,67,10,published,McCoy,0.0,93,12,0.0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,85,6,11,0.0,83,2048,12,16,Raiders,150000,0.0,0.0,0.0,0.0,74,Gerald McCoy,73,0.0,45,0.0,15,10,40,35,0.0,0.0,6,0.0,0.0,0.0,0.0,3,82,0.0,0.0,12,75,300,0.0,2,Gerald,11,0.0,0.0,6,DT,0.0,0.0,0.0,0.0,68,45,0.0,79,6,0.0,0.0,24,10,0.0,0.0,0.0,75,week-12,0.0,45,89,40,12,Right,0.0,45,58,10,0.0,0.0,0.0,6,0.0,DT_RunStopper,0.0,45,0.0,0.0,0.0,23,74,33,9859
Southern Miss,0.0,75,0.0,0.0,0.0,65,53,34,RichardJalen_12419,0.0,0.0,73,75,0.0,0.0,68,12,0.0,44,39,0.0,0.0,19,10/15/93,0.0,Short Stride Default,4000000,70,0.0,0.0,0.0,85,20,67,published,Richard,0.0,30,24,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,0.0,23,21,20,0.0,88,8408,21,17,Raiders,3130000,0.0,0.0,0.0,0.0,26,Jalen Richard,73,0.0,23,0.0,27,81,43,81,0.0,0.0,15,0.0,0.0,0.0,0.0,63,89,0.0,0.0,54,88,205,0.0,54,Jalen,5,0.0,0.0,24,HB,0.0,0.0,0.0,0.0,89,34,0.0,82,19,0.0,0.0,14,68,0.0,0.0,0.0,11,week-12,0.0,28,41,84,80,Right,0.0,59,85,16,0.0,0.0,0.0,18,0.0,HB_ElusiveBack,0.0,33,0.0,0.0,0.0,23,86,27,12419
Mississippi St.,0.0,83,0.0,0.0,0.0,88,15,80,McPheePernell_10707,0.0,0.0,41,14,0.0,0.0,75,60,0.0,45,79,0.0,0.0,63,12/17/88,0.0,Default,980000,28,0.0,0.0,0.0,15,81,15,published,McPhee,0.0,90,12,0.0,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.0,83,6,18,0.0,72,4430,10,12,Ravens,0,0.0,0.0,0.0,0.0,72,Pernell McPhee,73,0.0,45,0.0,12,10,25,10,0.0,0.0,6,0.0,0.0,0.0,0.0,6,80,0.0,0.0,15,83,265,0.0,5,Pernell,10,0.0,0.0,6,LOLB,0.0,0.0,0.0,0.0,75,45,0.0,85,6,0.0,0.0,53,10,0.0,0.0,0.0,72,week-12,0.0,45,85,40,16,Right,0.0,45,63,20,0.0,0.0,0.0,6,0.0,OLB_PowerRusher,0.0,45,0.0,0.0,0.0,25,75,32,10707
Georgia,0.0,74,0.0,0.0,0.0,69,82,35,ConleyChris_2449,0.0,0.0,80,73,0.0,0.0,75,10,0.0,63,35,0.0,0.0,25,10/25/92,0.0,Default Stride Loose,500000,57,0.0,0.0,0.0,78,25,76,published,Conley,0.0,18,22,0.0,98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78,0.0,15,22,20,0.0,84,7058,20,20,Texans,1000000,0.0,0.0,0.0,0.0,35,Chris Conley,73,0.0,30,0.0,35,75,24,79,0.0,0.0,22,0.0,0.0,0.0,0.0,77,90,0.0,0.0,84,90,205,0.0,74,Chris,6,0.0,0.0,24,WR,0.0,0.0,0.0,0.0,91,39,0.0,74,19,0.0,0.0,20,66,0.0,0.0,0.0,10,week-12,0.0,25,44,73,67,Right,0.0,40,79,30,0.0,0.0,0.0,20,0.0,WR_DeepThreat,0.0,32,0.0,0.0,0.0,32,83,28,2449
FAU,0.0,73,0.0,0.0,0.0,69,54,74,LeBlancCreVon_12436,0.0,0.0,68,74,0.0,0.0,70,33,0.0,18,67,0.0,0.0,75,7/25/94,0.0,Default Stride Loose,600000,37,0.0,0.0,0.0,72,76,26,published,LeBlanc,0.0,21,12,0.0,84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,0.0,71,6,15,0.0,88,8368,18,14,Texans,0,0.0,0.0,0.0,0.0,54,Cre'Von LeBlanc,73,0.0,35,0.0,22,77,15,65,0.0,0.0,6,0.0,0.0,0.0,0.0,16,88,0.0,0.0,62,86,190,0.0,9,Cre'Von,4,0.0,0.0,6,CB,0.0,0.0,0.0,0.0,86,35,0.0,77,6,0.0,0.0,73,42,0.0,0.0,0.0,30,week-12,0.0,35,45,63,62,Right,0.0,21,89,70,0.0,0.0,0.0,6,0.0,CB_Slot,0.0,35,0.0,0.0,0.0,32,86,27,12436
Rutgers,0.0,77,0.0,0.0,0.0,75,83,57,SanuSrMohamed_11257,0.0,0.0,84,74,0.0,0.0,74,10,0.0,57,47,0.0,0.0,52,8/22/89,0.0,Default Stride Loose,850000,68,0.0,0.0,0.0,77,39,76,published,Sanu Sr,0.0,6,56,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77,0.0,15,56,49,0.0,86,5463,64,52,49ers,30000,0.0,0.0,0.0,0.0,60,Mohamed Sanu Sr,73,0.0,28,0.0,80,77,43,84,0.0,0.0,33,0.0,0.0,0.0,0.0,73,88,0.0,0.0,84,92,210,0.0,68,Mohamed,9,0.0,0.0,62,WR,0.0,0.0,0.0,0.0,86,39,0.0,85,54,0.0,0.0,39,79,0.0,0.0,0.0,10,week-12,0.0,30,62,79,76,Right,0.0,47,80,15,0.0,0.0,0.0,56,0.0,WR_Physical,0.0,32,0.0,0.0,0.0,15,85,32,11257
Notre Dame,0.0,75,0.0,0.0,0.0,76,81,58,KmetCole_20952,0.0,0.0,84,53,0.0,0.0,78,51,0.0,61,48,0.0,0.0,33,3/10/99,0.0,Long Stride Default,4050000,74,0.0,0.0,0.0,61,38,69,published,Kmet,0.0,85,15,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,48,17,15,0.0,82,711,24,15,Bears,3530000,0.0,0.0,0.0,0.0,56,Cole Kmet,73,0.0,56,0.0,39,15,57,71,0.0,0.0,15,0.0,0.0,0.0,0.0,64,86,0.0,0.0,80,86,262,0.0,61,Cole,1,0.0,0.0,19,TE,0.0,0.0,0.0,0.0,82,60,0.0,90,16,0.0,0.0,27,70,0.0,0.0,0.0,42,week-12,0.0,59,69,74,60,Left,0.0,59,71,27,0.0,0.0,0.0,14,0.0,TE_Possession,0.0,61,0.0,0.0,0.0,1,73,22,20952
Ga. Southern,0.0,68,0.0,0.0,0.0,72,52,33,BreidaMatt_12933,0.0,0.0,68,74,0.0,0.0,70,22,0.0,35,38,0.0,0.0,16,2/28/95,0.0,Default,780000,68,0.0,0.0,0.0,84,18,64,published,Breida,0.0,22,20,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,0.0,31,20,15,0.0,77,9149,19,14,Bills,140000,0.0,0.0,0.0,0.0,31,Matt Breida,73,0.0,24,0.0,27,59,43,78,0.0,0.0,18,0.0,0.0,0.0,0.0,58,93,0.0,0.0,53,83,195,0.0,50,Matt,4,0.0,1.0,25,HB,0.0,0.0,0.0,0.0,94,25,0.0,77,24,0.0,0.0,12,66,0.0,0.0,0.0,18,week-12,0.0,27,41,82,76,Right,0.0,51,84,14,0.0,0.0,0.0,17,0.0,HB_ElusiveBack,0.0,24,0.0,0.0,0.0,3,90,26,12933
Arizona St.,0.0,55,0.0,0.0,0.0,52,10,23,HaackMatt_12935,0.0,0.0,33,17,0.0,0.0,72,10,0.0,20,28,0.0,0.0,19,7/25/94,0.0,Default Stride Loose,2000000,18,0.0,0.0,0.0,26,16,10,published,Haack,0.0,3,21,0.0,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,18,30,78,0.0,83,9193,95,22,Bills,0,0.0,0.0,0.0,0.0,24,Matt Haack,73,0.0,17,0.0,57,10,17,25,0.0,0.0,18,0.0,0.0,0.0,0.0,10,85,0.0,0.0,12,94,205,0.0,10,Matt,4,0.0,0.0,38,P,0.0,0.0,0.0,0.0,84,18,0.0,68,44,0.0,0.0,14,13,0.0,0.0,0.0,10,week-12,0.0,19,23,46,14,Left,0.0,20,55,12,0.0,0.0,0.0,28,0.0,KP_Power,0.0,18,0.0,0.0,0.0,3,67,27,12935
Ole Miss,0.0,86,0.0,0.0,0.0,83,15,21,MassieBobby_11473,0.0,0.0,46,10,0.0,0.0,78,10,0.0,74,30,0.0,0.0,12,8/1/89,0.0,Default Stride Awkward,1280000,42,0.0,0.0,0.0,10,24,10,published,Massie,0.0,70,12,0.0,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,22,6,7,0.0,82,5340,8,15,Broncos,1000000,0.0,0.0,0.0,0.0,17,Bobby Massie,73,0.0,77,0.0,10,10,80,25,0.0,0.0,6,0.0,0.0,0.0,0.0,5,76,0.0,0.0,23,90,312,0.0,5,Bobby,9,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,62,75,0.0,91,6,0.0,0.0,16,10,0.0,0.0,0.0,10,week-12,0.0,79,83,40,11,Right,0.0,78,45,10,0.0,0.0,0.0,6,0.0,OT_PassProtector,0.0,73,0.0,0.0,0.0,4,59,32,11473
Troy,0.0,83,0.0,0.0,0.0,86,15,79,McLendonSteve_10142,0.0,0.0,41,10,0.0,0.0,75,49,0.0,45,86,0.0,0.0,20,1/3/86,3.0,Default Stride Awkward,990000,10,0.0,0.0,0.0,10,85,15,published,McLendon,0.0,96,12,0.0,72,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15,0.0,72,6,25,0.0,78,4781,20,17,Buccaneers,0,0.0,0.0,0.0,0.0,74,Steve McLendon,73,0.0,45,0.0,35,10,35,10,0.0,0.0,6,0.0,0.0,0.0,0.0,7,77,0.0,0.0,25,90,310,4.0,3,Steve,12,0.0,0.0,6,LE,1.0,0.0,0.0,0.0,60,45,0.0,80,6,0.0,0.0,15,10,0.0,0.0,0.0,71,week-12,0.0,45,86,40,10,Right,0.0,45,50,10,0.0,0.0,0.0,6,0.0,DE_RunStopper,0.0,45,1.0,0.0,0.0,6,65,35,10142
Arizona,0.0,70,0.0,0.0,0.0,73,38,78,ParksWill_17859,0.0,0.0,71,64,0.0,0.0,73,30,0.0,18,74,0.0,0.0,74,7/29/94,0.0,Short Stride Default,550000,54,0.0,0.0,0.0,68,72,15,published,Parks,0.0,36,14,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,83,6,24,0.0,89,8170,22,15,Dolphins,0,0.0,0.0,0.0,0.0,53,Will Parks,73,0.0,35,0.0,27,35,19,54,0.0,0.0,6,0.0,0.0,0.0,0.0,13,90,0.0,0.0,60,89,200,0.0,10,Will,4,0.0,0.0,6,FS,0.0,0.0,0.0,0.0,86,35,0.0,82,6,0.0,0.0,70,48,0.0,0.0,0.0,28,week-12,0.0,35,64,68,49,Right,0.0,25,81,71,0.0,0.0,0.0,6,0.0,S_RunSupport,0.0,35,0.0,0.0,0.0,12,82,27,17859
Oregon State,0.0,83,0.0,0.0,0.0,84,10,31,SeumaloIsaac_17776,0.0,0.0,20,10,0.0,0.0,76,30,0.0,73,33,0.0,0.0,20,10/29/93,0.0,Default Stride Awkward,7290000,20,0.0,0.0,0.0,10,30,10,published,Seumalo,0.0,56,12,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,48,6,21,0.0,86,8208,22,10,Eagles,6700000,0.0,0.0,0.0,0.0,35,Isaac Seumalo,73,0.0,70,0.0,24,10,84,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,82,0.0,0.0,12,85,303,0.0,5,Isaac,5,0.0,0.0,6,LG,0.0,0.0,0.0,0.0,65,75,0.0,81,6,0.0,0.0,15,10,0.0,0.0,0.0,40,week-12,0.0,75,82,29,8,Right,0.0,73,51,10,0.0,0.0,0.0,6,0.0,G_Power,0.0,70,0.0,0.0,0.0,13,71,27,17776
Southern Miss,0.0,73,1.0,0.0,0.0,41,78,38,WatkinsQuez_20945,0.0,0.0,86,73,0.0,0.0,72,10,0.0,41,29,0.0,0.0,16,6/9/98,1.0,Short Stride Default,3300000,36,0.0,0.0,0.0,75,16,74,published,Watkins,0.0,16,27,0.0,87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67,0.0,21,10,12,0.0,83,651,16,16,Eagles,160000,0.0,0.0,0.0,0.0,20,Quez Watkins,73,1.0,10,0.0,24,79,24,80,0.0,1.0,6,0.0,0.0,0.0,0.0,73,93,0.0,0.0,78,88,193,0.0,76,Quez,1,0.0,1.0,15,WR,1.0,0.0,0.0,0.0,97,32,0.0,78,18,0.0,0.0,12,50,0.0,0.0,0.0,10,week-12,0.0,10,41,69,74,Right,0.0,27,84,13,0.0,0.0,1.0,6,0.0,WR_DeepThreat,0.0,23,0.0,0.0,0.0,13,86,23,20945
Tennessee,0.0,60,0.0,0.0,0.0,40,15,32,ColquittDustin_26820,0.0,0.0,23,10,0.0,0.0,75,10,0.0,16,29,0.0,0.0,17,5/6/82,0.0,Long Stride Awkward,800000,10,0.0,0.0,0.0,10,24,15,published,Colquitt,0.0,12,15,0.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,12,30,82,0.0,90,790,88,23,Falcons,0,0.0,0.0,0.0,0.0,29,Dustin Colquitt,73,0.0,17,0.0,40,10,16,10,0.0,0.0,20,0.0,0.0,0.0,0.0,15,78,0.0,0.0,15,95,210,0.0,15,Dustin,16,0.0,0.0,30,P,0.0,0.0,0.0,0.0,67,16,0.0,75,20,0.0,0.0,10,10,0.0,0.0,0.0,10,week-12,0.0,17,16,40,5,Left,0.0,17,49,10,0.0,0.0,0.0,25,0.0,KP_Power,0.0,16,0.0,0.0,0.0,14,54,39,26820
Georgia,0.0,67,0.0,0.0,0.0,74,32,82,CarterLorenzo_13156,0.0,0.0,52,40,0.0,0.0,77,71,0.0,45,80,0.0,0.0,66,12/10/95,0.0,Default Stride Loose,4180000,33,0.0,0.0,0.0,48,66,13,published,Carter,0.0,59,12,0.0,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,79,6,17,0.0,79,8840,17,16,Giants,1040000,0.0,0.0,0.0,0.0,68,Lorenzo Carter,73,0.0,45,0.0,20,10,22,38,0.0,0.0,6,0.0,0.0,0.0,0.0,6,90,0.0,0.0,40,89,255,0.0,3,Lorenzo,3,0.0,0.0,6,LOLB,0.0,0.0,0.0,0.0,88,45,0.0,86,6,0.0,0.0,56,28,0.0,0.0,0.0,61,week-12,0.0,45,73,43,18,Right,0.0,45,72,46,0.0,0.0,0.0,6,0.0,OLB_SpeedRusher,0.0,45,0.0,0.0,0.0,16,84,25,13156
Georgia,0.0,69,0.0,2.0,0.0,58,48,77,CampbellTyson_21696,0.0,0.0,61,55,0.0,0.0,73,33,0.0,34,65,0.0,0.0,70,3/17/00,1.0,Default Stride Loose,5100000,26,0.0,0.0,0.0,63,68,21,published,Campbell,0.0,32,12,0.0,83,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,22,0.0,55,10,17,0.0,89,1355,20,10,Jaguars,3920000,0.0,0.0,0.0,0.0,45,Tyson Campbell,73,0.0,22,0.0,31,47,11,54,0.0,0.0,6,0.0,0.0,0.0,0.0,15,92,0.0,0.0,51,90,193,1.0,12,Tyson,0,0.0,3.0,15,CB,1.0,0.0,0.0,0.0,92,34,0.0,76,10,0.0,0.0,73,35,0.0,0.0,0.0,28,week-12,0.0,22,44,44,29,Right,0.0,28,89,71,0.0,0.0,0.0,6,0.0,CB_MantoMan,0.0,35,0.0,0.0,0.0,17,88,21,21696
Virginia,0.0,81,0.0,0.0,0.0,89,15,28,MosesMorgan_12361,0.0,0.0,35,10,0.0,0.0,78,10,0.0,77,30,0.0,0.0,15,3/3/91,0.0,Default Stride Awkward,1850000,20,0.0,0.0,0.0,10,15,15,published,Moses,0.0,78,12,0.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,20,6,25,0.0,84,6531,25,15,Jets,2470000,0.0,0.0,0.0,0.0,20,Morgan Moses,73,0.0,76,0.0,30,10,82,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,70,0.0,0.0,15,89,330,0.0,5,Morgan,7,0.0,0.0,6,RT,0.0,0.0,0.0,0.0,59,75,0.0,93,6,0.0,0.0,12,30,0.0,0.0,0.0,10,week-12,0.0,74,83,45,6,Left,0.0,75,46,10,0.0,0.0,0.0,6,0.0,OT_Agile,0.0,79,0.0,0.0,0.0,18,56,30,12361
Ohio State,0.0,89,0.0,0.0,0.0,84,15,30,JacksonJonah_21113,0.0,0.0,29,10,0.0,0.0,76,22,0.0,73,37,0.0,0.0,13,2/5/97,0.0,Default Stride Awkward,3760000,25,0.0,0.0,0.0,10,31,15,published,Jackson,0.0,73,12,2.0,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,20,6,12,0.0,81,380,14,10,Lions,1040000,0.0,0.0,0.0,0.0,29,Jonah Jackson,73,0.0,73,0.0,11,10,82,10,0.0,0.0,6,0.0,0.0,1.0,0.0,5,77,0.0,0.0,15,86,312,0.0,5,Jonah,1,0.0,0.0,6,LG,1.0,0.0,0.0,0.0,65,71,0.0,88,6,0.0,0.0,12,10,0.0,0.0,2.0,35,week-12,0.0,77,83,31,5,Right,0.0,75,47,10,2.0,0.0,0.0,6,0.0,G_Power,0.0,74,0.0,0.0,0.0,19,57,24,21113
Dayton,0.0,67,0.0,0.0,0.0,74,81,34,TrautmanAdam_21092,0.0,0.0,81,66,0.0,0.0,77,10,0.0,71,33,0.0,0.0,19,2/5/97,0.0,Default,3660000,69,0.0,0.0,0.0,66,16,66,published,Trautman,0.0,82,48,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66,0.0,31,54,20,0.0,79,622,27,47,Saints,840000,0.0,0.0,0.0,0.0,31,Adam Trautman,73,0.0,59,0.0,65,35,54,73,0.0,0.0,48,0.0,0.0,0.0,0.0,62,86,0.0,0.0,81,92,255,0.0,55,Adam,1,0.0,0.0,61,TE,0.0,0.0,0.0,0.0,80,66,0.0,89,56,0.0,0.0,13,70,0.0,0.0,0.0,10,week-12,0.0,56,68,76,63,Right,0.0,60,73,17,0.0,0.0,0.0,47,0.0,TE_Possession,0.0,70,0.0,0.0,0.0,27,88,24,21092
Ohio State,0.0,75,0.0,0.0,0.0,72,42,85,WernerPete_21910,0.0,0.0,59,30,0.0,0.0,75,54,0.0,45,84,0.0,0.0,68,6/5/98,0.0,Default Stride Loose,4200000,47,0.0,0.0,0.0,22,74,10,published,Werner,0.0,20,12,0.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,0.0,82,6,20,0.0,86,1069,20,15,Saints,1480000,0.0,0.0,0.0,0.0,66,Pete Werner,73,0.0,45,0.0,30,10,14,35,0.0,0.0,6,0.0,0.0,0.0,0.0,5,89,0.0,0.0,48,88,235,0.0,5,Pete,0,0.0,0.0,6,ROLB,0.0,0.0,0.0,0.0,85,45,0.0,78,6,0.0,0.0,61,39,0.0,0.0,0.0,61,week-12,0.0,45,67,55,15,Right,0.0,45,73,50,0.0,0.0,0.0,6,0.0,OLB_PassCoverage,0.0,45,0.0,0.0,0.0,27,82,23,21910
